path,title,modified,purpose,version_or_milestone,currentness,duplicate_or_superseded,audience,value,recommended_action,explanation
CODE_REVIEW_V5_WEBVIEW_TAURI_AUDIT.md,CODE_REVIEW_V5_WEBVIEW_TAURI_AUDIT,2026-05-20 12:16,audit result or review output,"V6, V5, V3, V4, PG-3",Superseded/root-sprawl candidate,no obvious duplicate,developer-facing,45,MOVE_TO_ARCHIVE,Root-level historical report or compatibility redirect; not a current operator entry point.
V5_TRANSITION_REVIEW_FIX_CHECKLIST.md,V5 Transition Review Fix Checklist,2026-05-20 12:16,documentation/reference note,"V5, 2026-05-20",Superseded/root-sprawl candidate,same title as Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/historical-plans/V5_TRANSITION_REVIEW_FIX_CHECKLIST_20260520_ARCHIVED.md,developer-facing,45,MOVE_TO_ARCHIVE,Root-level historical report or compatibility redirect; not a current operator entry point. Duplicate/supersession signal: same title as Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/historical-plans/V5_TRANSITION_REVIEW_FIX_CHECKLIST_20260520_ARCHIVED.md
DesktopApp/Runtime/Python/Lib/email/architecture.rst,:mod:`email` Package Architecture,2026-05-20 12:16,runtime/tool placeholder or dependency text,not stated,Current dependency/package material,no obvious duplicate,developer-facing,40,KEEP_AS_CANONICAL,"Runtime, tool, or dependency placeholder/license text; do not delete through docs cleanup."
DesktopApp/Runtime/Python/Lib/idlelib/CREDITS.txt,"Guido van Rossum, as well as being the creator of the Python language, is the",2026-05-20 12:16,runtime/tool placeholder or dependency text,not stated,Current dependency/package material,no obvious duplicate,developer-facing,40,KEEP_AS_CANONICAL,"Runtime, tool, or dependency placeholder/license text; do not delete through docs cleanup."
DesktopApp/Runtime/Python/Lib/idlelib/extend.txt,Writing an IDLE extension,2026-05-20 12:16,runtime/tool placeholder or dependency text,not stated,Current dependency/package material,no obvious duplicate,developer-facing,40,KEEP_AS_CANONICAL,"Runtime, tool, or dependency placeholder/license text; do not delete through docs cleanup."
DesktopApp/Runtime/Python/Lib/idlelib/HISTORY.txt,IDLE History,2026-05-20 12:16,runtime/tool placeholder or dependency text,not stated,Current dependency/package material,no obvious duplicate,developer-facing,40,KEEP_AS_CANONICAL,"Runtime, tool, or dependency placeholder/license text; do not delete through docs cleanup."
DesktopApp/Runtime/Python/Lib/idlelib/Icons/README.txt,IDLE-PYTHON LOGOS,2026-05-20 12:16,README or setup/navigation document,not stated,Current dependency/package material,same filename as DesktopApp/Runtime/Python/Lib/idlelib/idle_test/README.txt; DesktopApp/Runtime/Python/Lib/idlelib/README.txt; DesktopApp/Runtime/Python/Lib/site-packages/README.txt,developer-facing,40,KEEP_AS_CANONICAL,"Runtime, tool, or dependency placeholder/license text; do not delete through docs cleanup. Duplicate/supersession signal: same filename as DesktopApp/Runtime/Python/Lib/idlelib/idle_test/README.txt; DesktopApp/Runtime/Python/Lib/idlelib/README.txt; DesktopApp/Runtime/Python/Lib/site-packages/README.txt"
DesktopApp/Runtime/Python/Lib/idlelib/idle_test/README.txt,README FOR IDLE TESTS IN IDLELIB.IDLE_TEST,2026-05-20 12:16,README or setup/navigation document,not stated,Current dependency/package material,same filename as DesktopApp/Runtime/Python/Lib/idlelib/Icons/README.txt; DesktopApp/Runtime/Python/Lib/idlelib/README.txt; DesktopApp/Runtime/Python/Lib/site-packages/README.txt,developer-facing,40,KEEP_AS_CANONICAL,"Runtime, tool, or dependency placeholder/license text; do not delete through docs cleanup. Duplicate/supersession signal: same filename as DesktopApp/Runtime/Python/Lib/idlelib/Icons/README.txt; DesktopApp/Runtime/Python/Lib/idlelib/README.txt; DesktopApp/Runtime/Python/Lib/site-packages/README.txt"
DesktopApp/Runtime/Python/Lib/idlelib/NEWS2x.txt,What's New in IDLE 2.7? (Merged into 3.1 before 2.7 release.),2026-05-20 12:16,runtime/tool placeholder or dependency text,not stated,Current dependency/package material,no obvious duplicate,developer-facing,40,KEEP_AS_CANONICAL,"Runtime, tool, or dependency placeholder/license text; do not delete through docs cleanup."
DesktopApp/Runtime/Python/Lib/idlelib/News3.txt,What's New in IDLE 3.12.z,2026-05-20 12:16,runtime/tool placeholder or dependency text,not stated,Current dependency/package material,no obvious duplicate,developer-facing,40,KEEP_AS_CANONICAL,"Runtime, tool, or dependency placeholder/license text; do not delete through docs cleanup."
DesktopApp/Runtime/Python/Lib/idlelib/README.txt,README.txt: an index to idlelib files and the IDLE menu.,2026-05-20 12:16,README or setup/navigation document,not stated,Current dependency/package material,same filename as DesktopApp/Runtime/Python/Lib/idlelib/Icons/README.txt; DesktopApp/Runtime/Python/Lib/idlelib/idle_test/README.txt; DesktopApp/Runtime/Python/Lib/site-packages/README.txt,developer-facing,40,KEEP_AS_CANONICAL,"Runtime, tool, or dependency placeholder/license text; do not delete through docs cleanup. Duplicate/supersession signal: same filename as DesktopApp/Runtime/Python/Lib/idlelib/Icons/README.txt; DesktopApp/Runtime/Python/Lib/idlelib/idle_test/README.txt; DesktopApp/Runtime/Python/Lib/site-packages/README.txt"
DesktopApp/Runtime/Python/Lib/idlelib/TODO.txt,"Original IDLE todo, much of it now outdated:",2026-05-20 12:16,runtime/tool placeholder or dependency text,not stated,Current dependency/package material,no obvious duplicate,developer-facing,40,KEEP_AS_CANONICAL,"Runtime, tool, or dependency placeholder/license text; do not delete through docs cleanup."
DesktopApp/Runtime/Python/Lib/lib2to3/Grammar.txt,Grammar for 2to3. This grammar supports Python 2.x and 3.x.,2026-05-20 12:16,runtime/tool placeholder or dependency text,not stated,Current dependency/package material,no obvious duplicate,developer-facing,40,KEEP_AS_CANONICAL,"Runtime, tool, or dependency placeholder/license text; do not delete through docs cleanup."
DesktopApp/Runtime/Python/Lib/lib2to3/PatternGrammar.txt,"Copyright 2006 Google, Inc. All Rights Reserved.",2026-05-20 12:16,runtime/tool placeholder or dependency text,not stated,Current dependency/package material,no obvious duplicate,developer-facing,40,KEEP_AS_CANONICAL,"Runtime, tool, or dependency placeholder/license text; do not delete through docs cleanup."
DesktopApp/Runtime/Python/Lib/site-packages/colorama-0.4.6.dist-info/licenses/LICENSE.txt,Copyright (c) 2010 Jonathan Hartley,2026-05-20 12:16,runtime/tool placeholder or dependency text,not stated,Current dependency/package material,same filename as DesktopApp/Runtime/Python/Lib/site-packages/pip-25.0.1.dist-info/LICENSE.txt; DesktopApp/Runtime/Python/Lib/site-packages/pysubs2-1.8.1.dist-info/licenses/LICENSE.txt; DesktopApp/Runtime/Python/LICENSE.txt,developer-facing,40,KEEP_AS_CANONICAL,"Runtime, tool, or dependency placeholder/license text; do not delete through docs cleanup. Duplicate/supersession signal: same filename as DesktopApp/Runtime/Python/Lib/site-packages/pip-25.0.1.dist-info/LICENSE.txt; DesktopApp/Runtime/Python/Lib/site-packages/pysubs2-1.8.1.dist-info/licenses/LICENSE.txt; DesktopApp/Runtime/Python/LICENSE.txt"
DesktopApp/Runtime/Python/Lib/site-packages/darkdetect-0.8.0.dist-info/top_level.txt,darkdetect,2026-05-20 12:16,runtime/tool placeholder or dependency text,not stated,Current dependency/package material,same filename as DesktopApp/Runtime/Python/Lib/site-packages/iniconfig-2.3.0.dist-info/top_level.txt; DesktopApp/Runtime/Python/Lib/site-packages/pip-25.0.1.dist-info/top_level.txt; DesktopApp/Runtime/Python/Lib/site-packages/pluggy-1.6.0.dist-info/top_level.txt,developer-facing,40,KEEP_AS_CANONICAL,"Runtime, tool, or dependency placeholder/license text; do not delete through docs cleanup. Duplicate/supersession signal: same filename as DesktopApp/Runtime/Python/Lib/site-packages/iniconfig-2.3.0.dist-info/top_level.txt; DesktopApp/Runtime/Python/Lib/site-packages/pip-25.0.1.dist-info/top_level.txt; DesktopApp/Runtime/Python/Lib/site-packages/pluggy-1.6.0.dist-info/top_level.txt"
DesktopApp/Runtime/Python/Lib/site-packages/iniconfig-2.3.0.dist-info/top_level.txt,iniconfig,2026-05-20 12:16,runtime/tool placeholder or dependency text,not stated,Current dependency/package material,same filename as DesktopApp/Runtime/Python/Lib/site-packages/darkdetect-0.8.0.dist-info/top_level.txt; DesktopApp/Runtime/Python/Lib/site-packages/pip-25.0.1.dist-info/top_level.txt; DesktopApp/Runtime/Python/Lib/site-packages/pluggy-1.6.0.dist-info/top_level.txt,developer-facing,40,KEEP_AS_CANONICAL,"Runtime, tool, or dependency placeholder/license text; do not delete through docs cleanup. Duplicate/supersession signal: same filename as DesktopApp/Runtime/Python/Lib/site-packages/darkdetect-0.8.0.dist-info/top_level.txt; DesktopApp/Runtime/Python/Lib/site-packages/pip-25.0.1.dist-info/top_level.txt; DesktopApp/Runtime/Python/Lib/site-packages/pluggy-1.6.0.dist-info/top_level.txt"
DesktopApp/Runtime/Python/Lib/site-packages/pip-25.0.1.dist-info/AUTHORS.txt,@Switch01,2026-05-20 12:16,runtime/tool placeholder or dependency text,not stated,Current dependency/package material,no obvious duplicate,developer-facing,40,KEEP_AS_CANONICAL,"Runtime, tool, or dependency placeholder/license text; do not delete through docs cleanup."
DesktopApp/Runtime/Python/Lib/site-packages/pip-25.0.1.dist-info/entry_points.txt,[console_scripts],2026-05-20 12:16,runtime/tool placeholder or dependency text,not stated,Current dependency/package material,same title as DesktopApp/Runtime/Python/Lib/site-packages/pygments-2.20.0.dist-info/entry_points.txt; DesktopApp/Runtime/Python/Lib/site-packages/pysubs2-1.8.1.dist-info/entry_points.txt; DesktopApp/Runtime/Python/Lib/site-packages/pytest-9.0.3.dist-info/entry_points.txt; same filename as DesktopApp/Runtime/Python/Lib/site-packages/pygments-2.20.0.dist-info/entry_points.txt; DesktopApp/Runtime/Python/Lib/site-packages/pysubs2-1.8.1.dist-info/entry_points.txt; DesktopApp/Runtime/Python/Lib/site-packages/pytest-9.0.3.dist-info/entry_points.txt,developer-facing,40,KEEP_AS_CANONICAL,"Runtime, tool, or dependency placeholder/license text; do not delete through docs cleanup. Duplicate/supersession signal: same title as DesktopApp/Runtime/Python/Lib/site-packages/pygments-2.20.0.dist-info/entry_points.txt; DesktopApp/Runtime/Python/Lib/site-packages/pysubs2-1.8.1.dist-info/entry_points.txt; DesktopApp/Runtime/Python/Lib/site-packages/pytest-9.0.3.dist-info/entry_points.txt; same filename as DesktopApp/Runtime/Python/Lib/site-packages/pygments-2.20.0.dist-info/entry_points.txt; DesktopApp/Runtime/Python/Lib/site-packages/pysubs2-1.8.1.dist-info/entry_points.txt; DesktopApp/Runtime/Python/Lib/site-packages/pytest-9.0.3.dist-info/entry_points.txt"
DesktopApp/Runtime/Python/Lib/site-packages/pip-25.0.1.dist-info/LICENSE.txt,Copyright (c) 2008-present The pip developers (see AUTHORS.txt file),2026-05-20 12:16,runtime/tool placeholder or dependency text,not stated,Current dependency/package material,same filename as DesktopApp/Runtime/Python/Lib/site-packages/colorama-0.4.6.dist-info/licenses/LICENSE.txt; DesktopApp/Runtime/Python/Lib/site-packages/pysubs2-1.8.1.dist-info/licenses/LICENSE.txt; DesktopApp/Runtime/Python/LICENSE.txt,developer-facing,40,KEEP_AS_CANONICAL,"Runtime, tool, or dependency placeholder/license text; do not delete through docs cleanup. Duplicate/supersession signal: same filename as DesktopApp/Runtime/Python/Lib/site-packages/colorama-0.4.6.dist-info/licenses/LICENSE.txt; DesktopApp/Runtime/Python/Lib/site-packages/pysubs2-1.8.1.dist-info/licenses/LICENSE.txt; DesktopApp/Runtime/Python/LICENSE.txt"
DesktopApp/Runtime/Python/Lib/site-packages/pip-25.0.1.dist-info/top_level.txt,pip,2026-05-20 12:16,runtime/tool placeholder or dependency text,not stated,Current dependency/package material,same filename as DesktopApp/Runtime/Python/Lib/site-packages/darkdetect-0.8.0.dist-info/top_level.txt; DesktopApp/Runtime/Python/Lib/site-packages/iniconfig-2.3.0.dist-info/top_level.txt; DesktopApp/Runtime/Python/Lib/site-packages/pluggy-1.6.0.dist-info/top_level.txt,developer-facing,40,KEEP_AS_CANONICAL,"Runtime, tool, or dependency placeholder/license text; do not delete through docs cleanup. Duplicate/supersession signal: same filename as DesktopApp/Runtime/Python/Lib/site-packages/darkdetect-0.8.0.dist-info/top_level.txt; DesktopApp/Runtime/Python/Lib/site-packages/iniconfig-2.3.0.dist-info/top_level.txt; DesktopApp/Runtime/Python/Lib/site-packages/pluggy-1.6.0.dist-info/top_level.txt"
DesktopApp/Runtime/Python/Lib/site-packages/pip/_vendor/vendor.txt,CacheControl==0.14.1,2026-05-20 12:16,runtime/tool placeholder or dependency text,not stated,Current dependency/package material,no obvious duplicate,developer-facing,40,KEEP_AS_CANONICAL,"Runtime, tool, or dependency placeholder/license text; do not delete through docs cleanup."
DesktopApp/Runtime/Python/Lib/site-packages/pluggy-1.6.0.dist-info/top_level.txt,pluggy,2026-05-20 12:16,runtime/tool placeholder or dependency text,not stated,Current dependency/package material,same filename as DesktopApp/Runtime/Python/Lib/site-packages/darkdetect-0.8.0.dist-info/top_level.txt; DesktopApp/Runtime/Python/Lib/site-packages/iniconfig-2.3.0.dist-info/top_level.txt; DesktopApp/Runtime/Python/Lib/site-packages/pip-25.0.1.dist-info/top_level.txt,developer-facing,40,KEEP_AS_CANONICAL,"Runtime, tool, or dependency placeholder/license text; do not delete through docs cleanup. Duplicate/supersession signal: same filename as DesktopApp/Runtime/Python/Lib/site-packages/darkdetect-0.8.0.dist-info/top_level.txt; DesktopApp/Runtime/Python/Lib/site-packages/iniconfig-2.3.0.dist-info/top_level.txt; DesktopApp/Runtime/Python/Lib/site-packages/pip-25.0.1.dist-info/top_level.txt"
DesktopApp/Runtime/Python/Lib/site-packages/psutil-7.2.2.dist-info/top_level.txt,psutil,2026-05-20 12:16,runtime/tool placeholder or dependency text,not stated,Current dependency/package material,same filename as DesktopApp/Runtime/Python/Lib/site-packages/darkdetect-0.8.0.dist-info/top_level.txt; DesktopApp/Runtime/Python/Lib/site-packages/iniconfig-2.3.0.dist-info/top_level.txt; DesktopApp/Runtime/Python/Lib/site-packages/pip-25.0.1.dist-info/top_level.txt,developer-facing,40,KEEP_AS_CANONICAL,"Runtime, tool, or dependency placeholder/license text; do not delete through docs cleanup. Duplicate/supersession signal: same filename as DesktopApp/Runtime/Python/Lib/site-packages/darkdetect-0.8.0.dist-info/top_level.txt; DesktopApp/Runtime/Python/Lib/site-packages/iniconfig-2.3.0.dist-info/top_level.txt; DesktopApp/Runtime/Python/Lib/site-packages/pip-25.0.1.dist-info/top_level.txt"
DesktopApp/Runtime/Python/Lib/site-packages/pygments-2.20.0.dist-info/entry_points.txt,[console_scripts],2026-05-20 12:16,runtime/tool placeholder or dependency text,not stated,Current dependency/package material,same title as DesktopApp/Runtime/Python/Lib/site-packages/pip-25.0.1.dist-info/entry_points.txt; DesktopApp/Runtime/Python/Lib/site-packages/pysubs2-1.8.1.dist-info/entry_points.txt; DesktopApp/Runtime/Python/Lib/site-packages/pytest-9.0.3.dist-info/entry_points.txt; same filename as DesktopApp/Runtime/Python/Lib/site-packages/pip-25.0.1.dist-info/entry_points.txt; DesktopApp/Runtime/Python/Lib/site-packages/pysubs2-1.8.1.dist-info/entry_points.txt; DesktopApp/Runtime/Python/Lib/site-packages/pytest-9.0.3.dist-info/entry_points.txt,developer-facing,40,KEEP_AS_CANONICAL,"Runtime, tool, or dependency placeholder/license text; do not delete through docs cleanup. Duplicate/supersession signal: same title as DesktopApp/Runtime/Python/Lib/site-packages/pip-25.0.1.dist-info/entry_points.txt; DesktopApp/Runtime/Python/Lib/site-packages/pysubs2-1.8.1.dist-info/entry_points.txt; DesktopApp/Runtime/Python/Lib/site-packages/pytest-9.0.3.dist-info/entry_points.txt; same filename as DesktopApp/Runtime/Python/Lib/site-packages/pip-25.0.1.dist-info/entry_points.txt; DesktopApp/Runtime/Python/Lib/site-packages/pysubs2-1.8.1.dist-info/entry_points.txt; DesktopApp/Runtime/Python/Lib/site-packages/pytest-9.0.3.dist-info/entry_points.txt"
DesktopApp/Runtime/Python/Lib/site-packages/pysubs2-1.8.1.dist-info/entry_points.txt,[console_scripts],2026-05-20 12:16,runtime/tool placeholder or dependency text,not stated,Current dependency/package material,same title as DesktopApp/Runtime/Python/Lib/site-packages/pip-25.0.1.dist-info/entry_points.txt; DesktopApp/Runtime/Python/Lib/site-packages/pygments-2.20.0.dist-info/entry_points.txt; DesktopApp/Runtime/Python/Lib/site-packages/pytest-9.0.3.dist-info/entry_points.txt; same filename as DesktopApp/Runtime/Python/Lib/site-packages/pip-25.0.1.dist-info/entry_points.txt; DesktopApp/Runtime/Python/Lib/site-packages/pygments-2.20.0.dist-info/entry_points.txt; DesktopApp/Runtime/Python/Lib/site-packages/pytest-9.0.3.dist-info/entry_points.txt,developer-facing,40,KEEP_AS_CANONICAL,"Runtime, tool, or dependency placeholder/license text; do not delete through docs cleanup. Duplicate/supersession signal: same title as DesktopApp/Runtime/Python/Lib/site-packages/pip-25.0.1.dist-info/entry_points.txt; DesktopApp/Runtime/Python/Lib/site-packages/pygments-2.20.0.dist-info/entry_points.txt; DesktopApp/Runtime/Python/Lib/site-packages/pytest-9.0.3.dist-info/entry_points.txt; same filename as DesktopApp/Runtime/Python/Lib/site-packages/pip-25.0.1.dist-info/entry_points.txt; DesktopApp/Runtime/Python/Lib/site-packages/pygments-2.20.0.dist-info/entry_points.txt; DesktopApp/Runtime/Python/Lib/site-packages/pytest-9.0.3.dist-info/entry_points.txt"
DesktopApp/Runtime/Python/Lib/site-packages/pysubs2-1.8.1.dist-info/licenses/LICENSE.txt,Copyright (c) 2014-2026 Tomas Karabela,2026-05-20 12:16,runtime/tool placeholder or dependency text,not stated,Current dependency/package material,same filename as DesktopApp/Runtime/Python/Lib/site-packages/colorama-0.4.6.dist-info/licenses/LICENSE.txt; DesktopApp/Runtime/Python/Lib/site-packages/pip-25.0.1.dist-info/LICENSE.txt; DesktopApp/Runtime/Python/LICENSE.txt,developer-facing,40,KEEP_AS_CANONICAL,"Runtime, tool, or dependency placeholder/license text; do not delete through docs cleanup. Duplicate/supersession signal: same filename as DesktopApp/Runtime/Python/Lib/site-packages/colorama-0.4.6.dist-info/licenses/LICENSE.txt; DesktopApp/Runtime/Python/Lib/site-packages/pip-25.0.1.dist-info/LICENSE.txt; DesktopApp/Runtime/Python/LICENSE.txt"
DesktopApp/Runtime/Python/Lib/site-packages/pytest-9.0.3.dist-info/entry_points.txt,[console_scripts],2026-05-20 12:16,runtime/tool placeholder or dependency text,not stated,Current dependency/package material,same title as DesktopApp/Runtime/Python/Lib/site-packages/pip-25.0.1.dist-info/entry_points.txt; DesktopApp/Runtime/Python/Lib/site-packages/pygments-2.20.0.dist-info/entry_points.txt; DesktopApp/Runtime/Python/Lib/site-packages/pysubs2-1.8.1.dist-info/entry_points.txt; same filename as DesktopApp/Runtime/Python/Lib/site-packages/pip-25.0.1.dist-info/entry_points.txt; DesktopApp/Runtime/Python/Lib/site-packages/pygments-2.20.0.dist-info/entry_points.txt; DesktopApp/Runtime/Python/Lib/site-packages/pysubs2-1.8.1.dist-info/entry_points.txt,developer-facing,40,KEEP_AS_CANONICAL,"Runtime, tool, or dependency placeholder/license text; do not delete through docs cleanup. Duplicate/supersession signal: same title as DesktopApp/Runtime/Python/Lib/site-packages/pip-25.0.1.dist-info/entry_points.txt; DesktopApp/Runtime/Python/Lib/site-packages/pygments-2.20.0.dist-info/entry_points.txt; DesktopApp/Runtime/Python/Lib/site-packages/pysubs2-1.8.1.dist-info/entry_points.txt; same filename as DesktopApp/Runtime/Python/Lib/site-packages/pip-25.0.1.dist-info/entry_points.txt; DesktopApp/Runtime/Python/Lib/site-packages/pygments-2.20.0.dist-info/entry_points.txt; DesktopApp/Runtime/Python/Lib/site-packages/pysubs2-1.8.1.dist-info/entry_points.txt"
DesktopApp/Runtime/Python/Lib/site-packages/pytest-9.0.3.dist-info/top_level.txt,_pytest,2026-05-20 12:16,runtime/tool placeholder or dependency text,not stated,Current dependency/package material,same filename as DesktopApp/Runtime/Python/Lib/site-packages/darkdetect-0.8.0.dist-info/top_level.txt; DesktopApp/Runtime/Python/Lib/site-packages/iniconfig-2.3.0.dist-info/top_level.txt; DesktopApp/Runtime/Python/Lib/site-packages/pip-25.0.1.dist-info/top_level.txt,developer-facing,40,KEEP_AS_CANONICAL,"Runtime, tool, or dependency placeholder/license text; do not delete through docs cleanup. Duplicate/supersession signal: same filename as DesktopApp/Runtime/Python/Lib/site-packages/darkdetect-0.8.0.dist-info/top_level.txt; DesktopApp/Runtime/Python/Lib/site-packages/iniconfig-2.3.0.dist-info/top_level.txt; DesktopApp/Runtime/Python/Lib/site-packages/pip-25.0.1.dist-info/top_level.txt"
DesktopApp/Runtime/Python/Lib/site-packages/README.txt,This directory exists so that 3rd party packages can be installed,2026-05-20 12:16,README or setup/navigation document,not stated,Current dependency/package material,same filename as DesktopApp/Runtime/Python/Lib/idlelib/Icons/README.txt; DesktopApp/Runtime/Python/Lib/idlelib/idle_test/README.txt; DesktopApp/Runtime/Python/Lib/idlelib/README.txt,developer-facing,40,KEEP_AS_CANONICAL,"Runtime, tool, or dependency placeholder/license text; do not delete through docs cleanup. Duplicate/supersession signal: same filename as DesktopApp/Runtime/Python/Lib/idlelib/Icons/README.txt; DesktopApp/Runtime/Python/Lib/idlelib/idle_test/README.txt; DesktopApp/Runtime/Python/Lib/idlelib/README.txt"
DesktopApp/Runtime/Python/LICENSE.txt,A. HISTORY OF THE SOFTWARE,2026-05-20 12:16,runtime/tool placeholder or dependency text,not stated,Current dependency/package material,same filename as DesktopApp/Runtime/Python/Lib/site-packages/colorama-0.4.6.dist-info/licenses/LICENSE.txt; DesktopApp/Runtime/Python/Lib/site-packages/pip-25.0.1.dist-info/LICENSE.txt; DesktopApp/Runtime/Python/Lib/site-packages/pysubs2-1.8.1.dist-info/licenses/LICENSE.txt,developer-facing,40,KEEP_AS_CANONICAL,"Runtime, tool, or dependency placeholder/license text; do not delete through docs cleanup. Duplicate/supersession signal: same filename as DesktopApp/Runtime/Python/Lib/site-packages/colorama-0.4.6.dist-info/licenses/LICENSE.txt; DesktopApp/Runtime/Python/Lib/site-packages/pip-25.0.1.dist-info/LICENSE.txt; DesktopApp/Runtime/Python/Lib/site-packages/pysubs2-1.8.1.dist-info/licenses/LICENSE.txt"
DesktopApp/Runtime/Python/README_portable_python_here.txt,Drop a portable Python runtime in this folder for the desktop app.,2026-05-20 12:16,README or setup/navigation document,not stated,Current dependency/package material,same filename as Pipeline/Runtime/Python/README_portable_python_here.txt,developer-facing,40,KEEP_AS_CANONICAL,"Runtime, tool, or dependency placeholder/license text; do not delete through docs cleanup. Duplicate/supersession signal: same filename as Pipeline/Runtime/Python/README_portable_python_here.txt"
DesktopApp/Runtime/Python/tcl/tix8.4.3/pref/WmDefault.txt,One of the bad things about Tk/Tkinter is that it does not pick up,2026-05-20 12:16,runtime/tool placeholder or dependency text,not stated,Current dependency/package material,no obvious duplicate,developer-facing,40,KEEP_AS_CANONICAL,"Runtime, tool, or dependency placeholder/license text; do not delete through docs cleanup."
Pipeline/PowerShell-7.6.0-win-x64/LICENSE.txt,Copyright (c) Microsoft Corporation.,2026-05-20 12:16,documentation/reference note,not stated,Current dependency/package material,same filename as DesktopApp/Runtime/Python/Lib/site-packages/colorama-0.4.6.dist-info/licenses/LICENSE.txt; DesktopApp/Runtime/Python/Lib/site-packages/pip-25.0.1.dist-info/LICENSE.txt; DesktopApp/Runtime/Python/Lib/site-packages/pysubs2-1.8.1.dist-info/licenses/LICENSE.txt,developer-facing,40,KEEP_AS_CANONICAL,"Runtime, tool, or dependency placeholder/license text; do not delete through docs cleanup. Duplicate/supersession signal: same filename as DesktopApp/Runtime/Python/Lib/site-packages/colorama-0.4.6.dist-info/licenses/LICENSE.txt; DesktopApp/Runtime/Python/Lib/site-packages/pip-25.0.1.dist-info/LICENSE.txt; DesktopApp/Runtime/Python/Lib/site-packages/pysubs2-1.8.1.dist-info/licenses/LICENSE.txt"
Pipeline/PowerShell-7.6.0-win-x64/Modules/PSReadLine/License.txt,"Copyright (c) 2013, Jason Shirk",2026-05-20 12:16,documentation/reference note,not stated,Current dependency/package material,same filename as DesktopApp/Runtime/Python/Lib/site-packages/colorama-0.4.6.dist-info/licenses/LICENSE.txt; DesktopApp/Runtime/Python/Lib/site-packages/pip-25.0.1.dist-info/LICENSE.txt; DesktopApp/Runtime/Python/Lib/site-packages/pysubs2-1.8.1.dist-info/licenses/LICENSE.txt,developer-facing,40,KEEP_AS_CANONICAL,"Runtime, tool, or dependency placeholder/license text; do not delete through docs cleanup. Duplicate/supersession signal: same filename as DesktopApp/Runtime/Python/Lib/site-packages/colorama-0.4.6.dist-info/licenses/LICENSE.txt; DesktopApp/Runtime/Python/Lib/site-packages/pip-25.0.1.dist-info/LICENSE.txt; DesktopApp/Runtime/Python/Lib/site-packages/pysubs2-1.8.1.dist-info/licenses/LICENSE.txt"
Pipeline/Runtime/Python/README_portable_python_here.txt,Drop a portable Python runtime in this folder if you want the pipeline to avoid relying on a system Python install.,2026-05-20 12:16,README or setup/navigation document,not stated,Current dependency/package material,same filename as DesktopApp/Runtime/Python/README_portable_python_here.txt,developer-facing,40,KEEP_AS_CANONICAL,"Runtime, tool, or dependency placeholder/license text; do not delete through docs cleanup. Duplicate/supersession signal: same filename as DesktopApp/Runtime/Python/README_portable_python_here.txt"
Pipeline/Tools/ffmpeg/bin/README_ffmpeg_here.txt,Drop ffmpeg in this folder.,2026-05-20 12:16,README or setup/navigation document,not stated,Current dependency/package material,no obvious duplicate,developer-facing,40,KEEP_AS_CANONICAL,"Runtime, tool, or dependency placeholder/license text; do not delete through docs cleanup."
Pipeline/Tools/MKVToolNix/doc/COPYING.txt,GNU GENERAL PUBLIC LICENSE,2026-05-20 12:16,runtime/tool placeholder or dependency text,not stated,Current dependency/package material,no obvious duplicate,developer-facing,40,KEEP_AS_CANONICAL,"Runtime, tool, or dependency placeholder/license text; do not delete through docs cleanup."
Pipeline/Tools/MKVToolNix/doc/licenses/Boost-1.0.txt,"Boost Software License - Version 1.0 - August 17th, 2003",2026-05-20 12:16,runtime/tool placeholder or dependency text,not stated,Current dependency/package material,no obvious duplicate,developer-facing,40,KEEP_AS_CANONICAL,"Runtime, tool, or dependency placeholder/license text; do not delete through docs cleanup."
Pipeline/Tools/MKVToolNix/doc/licenses/CC-BY-3.0.txt,Creative Commons Legal Code,2026-05-20 12:16,runtime/tool placeholder or dependency text,not stated,Current dependency/package material,no obvious duplicate,developer-facing,40,KEEP_AS_CANONICAL,"Runtime, tool, or dependency placeholder/license text; do not delete through docs cleanup."
Pipeline/Tools/MKVToolNix/doc/licenses/LGPL-2.1.txt,GNU LESSER GENERAL PUBLIC LICENSE,2026-05-20 12:16,runtime/tool placeholder or dependency text,not stated,Current dependency/package material,same title as Pipeline/Tools/MKVToolNix/doc/licenses/LGPL-3.0.txt,developer-facing,40,KEEP_AS_CANONICAL,"Runtime, tool, or dependency placeholder/license text; do not delete through docs cleanup. Duplicate/supersession signal: same title as Pipeline/Tools/MKVToolNix/doc/licenses/LGPL-3.0.txt"
Pipeline/Tools/MKVToolNix/doc/licenses/LGPL-3.0.txt,GNU LESSER GENERAL PUBLIC LICENSE,2026-05-20 12:16,runtime/tool placeholder or dependency text,not stated,Current dependency/package material,same title as Pipeline/Tools/MKVToolNix/doc/licenses/LGPL-2.1.txt,developer-facing,40,KEEP_AS_CANONICAL,"Runtime, tool, or dependency placeholder/license text; do not delete through docs cleanup. Duplicate/supersession signal: same title as Pipeline/Tools/MKVToolNix/doc/licenses/LGPL-2.1.txt"
